geneid	SRR10379721	SRR10379722	SRR10379723	SRR10379724	SRR10379725	SRR10379726
gene-SAOUHSC_A01041	33	15	9	12	12	0
gene-SAOUHSC_A01079	64	43	54	24	24	5
gene-SAOUHSC_A01081	44	36	99	286	376	65
gene-SAOUHSC_A01332	157	89	83	70	147	172
gene-SAOUHSC_A01436	9	1	4	3	2	0
gene-SAOUHSC_A01455	0	0	0	0	0	0
gene-SAOUHSC_A01514	0	0	0	0	0	0
gene-SAOUHSC_A01723	7	9	8	4	3	0
gene-SAOUHSC_A01754	22	24	28	3	5	0
gene-SAOUHSC_A01909	10	2	1	2	2	5
gene-SAOUHSC_A01910	20	11	8	5	2	2
gene-SAOUHSC_A01912	5	1	1	1	1	2
gene-SAOUHSC_A02013	106	80	70	180	190	164
gene-SAOUHSC_A02094	0	0	0	0	0	0
gene-SAOUHSC_A02169	3	2	2	1	2	0
gene-SAOUHSC_A02189	6	4	6	13	8	0
gene-SAOUHSC_A02254	32	29	45	45	60	4
gene-SAOUHSC_A02273	4	5	5	0	1	0
gene-SAOUHSC_A02331	15	9	7	6	7	0
gene-SAOUHSC_A02350	7	3	6	0	0	0
gene-SAOUHSC_A02445	28	23	26	31	13	5
gene-SAOUHSC_A02450	129	62	150	375	625	12
gene-SAOUHSC_A02483	13	7	14	29	18	5
gene-SAOUHSC_A02503	48	18	19	32	29	0
gene-SAOUHSC_A02505	156	122	94	54	101	89
gene-SAOUHSC_A02577	2	1	4	4	3	0
gene-SAOUHSC_A02635	21	9	9	25	100	2
gene-SAOUHSC_A02680	459	391	234	481	981	84
gene-SAOUHSC_A02771	22	17	9	15	18	4
gene-SAOUHSC_A02794	247	286	250	248	638	36
gene-SAOUHSC_A02795	3	0	0	1	0	0
gene-SAOUHSC_A02801	1	1	3	1	4	1
gene-SAOUHSC_A02811	0	1	2	1	0	0
gene-SAOUHSC_A02856	8	3	11	5	11	1
gene-SAOUHSC_R0001	1737	948	311	2222	1607	4007
gene-SAOUHSC_R00010	6822	7718	2070	5815	4335	9025
gene-SAOUHSC_R00011	11	36	20	1	0	8
gene-SAOUHSC_R00012	69	53	29	38	14	40
gene-SAOUHSC_R00013	27	16	6	18	1	25
gene-SAOUHSC_R00014	18	9	0	19	1	30
gene-SAOUHSC_R00015	20	17	3	17	2	19
gene-SAOUHSC_R00016	192	103	81	57	22	25
gene-SAOUHSC_R0002	1696	968	303	2172	1659	3950
gene-SAOUHSC_R0003	1137	649	152	1705	1337	3005
gene-SAOUHSC_R0004	1250	669	149	1825	1243	3186
gene-SAOUHSC_R0005	1059	586	152	1578	1161	2739
gene-SAOUHSC_R0006	7229	8074	2412	6181	4413	9598
gene-SAOUHSC_R0007	7428	8090	2427	5896	4405	9641
gene-SAOUHSC_R0008	6235	6754	2063	5393	3886	8093
gene-SAOUHSC_R0009	6703	7678	2169	5756	4403	9043
gene-SAOUHSC_T0001	788	446	295	388	482	333
gene-SAOUHSC_T00010	139	102	98	94	24	73
gene-SAOUHSC_T00011	309	249	136	204	28	201
gene-SAOUHSC_T00012	203	169	94	190	102	227
gene-SAOUHSC_T00013	463	386	318	179	120	241
gene-SAOUHSC_T00014	2228	2005	1822	645	411	635
gene-SAOUHSC_T00015	583	467	362	281	149	121
gene-SAOUHSC_T00016	1727	1204	1056	957	165	335
gene-SAOUHSC_T00017	0	0	0	0	0	0
gene-SAOUHSC_T00018	44	25	25	24	4	58
gene-SAOUHSC_T00019	769	607	446	506	118	633
gene-SAOUHSC_T0002	715	597	434	249	160	181
gene-SAOUHSC_T00020	52	25	17	30	4	66
gene-SAOUHSC_T00021	334	290	278	249	112	197
gene-SAOUHSC_T00022	430	370	322	290	82	164
gene-SAOUHSC_T00023	4820	3053	4081	1898	1515	1348
gene-SAOUHSC_T00024	159	107	100	53	19	60
gene-SAOUHSC_T00025	1257	593	511	256	118	152
gene-SAOUHSC_T00026	1108	848	768	753	363	643
gene-SAOUHSC_T00027	2487	2085	1508	1145	357	926
gene-SAOUHSC_T00028	123	179	101	63	36	19
gene-SAOUHSC_T00029	2823	786	1277	502	508	437
gene-SAOUHSC_T0003	4519	1556	2194	709	656	521
gene-SAOUHSC_T00030	287	329	123	282	27	65
gene-SAOUHSC_T00031	3310	2020	1819	4639	3403	7084
gene-SAOUHSC_T00032	727	671	367	413	91	119
gene-SAOUHSC_T00033	3125	2444	1332	1826	61	1208
gene-SAOUHSC_T00034	86	75	59	37	89	8
gene-SAOUHSC_T00035	705	652	473	687	286	433
gene-SAOUHSC_T00036	963	1281	485	435	158	433
gene-SAOUHSC_T00037	12	12	8	1	1	2
gene-SAOUHSC_T00038	305	260	206	489	250	569
gene-SAOUHSC_T00039	3093	2011	1732	1040	433	1061
gene-SAOUHSC_T0004	2069	1456	1650	996	969	630
gene-SAOUHSC_T00040	1627	1165	1224	597	325	445
gene-SAOUHSC_T00041	5374	3699	4010	2017	1328	1240
gene-SAOUHSC_T00042	1038	848	798	960	762	490
gene-SAOUHSC_T00043	975	695	711	524	293	273
gene-SAOUHSC_T00044	311	219	188	400	281	223
gene-SAOUHSC_T00045	838	545	549	462	631	346
gene-SAOUHSC_T00048	4360	2782	3558	2393	1531	842
gene-SAOUHSC_T00049	295	239	114	184	13	331
gene-SAOUHSC_T0005	38	34	26	190	169	14
gene-SAOUHSC_T00050	158	127	81	241	170	176
gene-SAOUHSC_T00051	3992	3460	2647	1172	327	567
gene-SAOUHSC_T00052	1766	1282	895	634	173	431
gene-SAOUHSC_T00053	1098	1087	735	580	146	316
gene-SAOUHSC_T00054	2086	2151	1542	704	697	277
gene-SAOUHSC_T00055	544	505	272	269	116	207
gene-SAOUHSC_T00056	1370	1388	845	524	372	513
gene-SAOUHSC_T00057	2031	1696	1669	1451	2653	947
gene-SAOUHSC_T00058	368	302	249	143	56	86
gene-SAOUHSC_T00059	40	53	33	19	17	13
gene-SAOUHSC_T0006	260	339	109	485	372	93
gene-SAOUHSC_T00060	33	39	23	5	5	3
gene-SAOUHSC_T00061	453	475	416	86	67	34
gene-SAOUHSC_T0007	4486	3698	2543	2130	914	1262
gene-SAOUHSC_T0008	283	266	280	96	49	65
gene-SAOUHSC_T0009	318	211	217	182	30	155
